actual_cost,date,items,quantity,row_id,Location_row_name
2899.37,2021/6/1,44,1386,02Y,NHS EAST RIDING OF YORKSHIRE
414.56,2021/6/1,10,203,03F,NHS HULL
106.67,2021/6/1,2,56,03H,NHS NORTH EAST LINCOLNSHIRE
104.31,2021/6/1,1,56,03L,NHS ROTHERHAM
4389.89,2021/6/1,68,2048,03N,NHS SHEFFIELD
970.41,2021/6/1,16,476,03Q,NHS VALE OF YORK
2081.26,2021/6/1,33,994,03R,NHS WAKEFIELD
3660.56,2021/6/1,60,1782,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3305.05,2021/6/1,46,1506,04C,NHS LEICESTER CITY
5589.35,2021/6/1,82,2692,04V,NHS WEST LEICESTERSHIRE
235.67,2021/6/1,7,112,04Y,NHS CANNOCK CHASE
141.85,2021/6/1,2,56,05D,NHS EAST STAFFORDSHIRE
54.51,2021/6/1,1,28,05G,NHS NORTH STAFFORDSHIRE
284.26,2021/6/1,5,140,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
115.54,2021/6/1,2,56,05V,NHS STAFFORD AND SURROUNDS
61.03,2021/6/1,1,28,05W,NHS STOKE ON TRENT
2757.05,2021/6/1,46,1344,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
1561.13,2021/6/1,21,732,06K,NHS EAST AND NORTH HERTFORDSHIRE
1081.46,2021/6/1,14,560,06L,NHS IPSWICH AND EAST SUFFOLK
508.26,2021/6/1,6,252,06N,NHS HERTS VALLEYS
1023.15,2021/6/1,16,506,06Q,NHS MID ESSEX
1139.23,2021/6/1,21,560,06T,NHS NORTH EAST ESSEX
1774.39,2021/6/1,25,896,07G,NHS THURROCK
3755.25,2021/6/1,58,1897,07H,NHS WEST ESSEX
1089.44,2021/6/1,16,530,07K,NHS WEST SUFFOLK
1019.98,2021/6/1,24,501,09D,NHS BRIGHTON AND HOVE
777.91,2021/6/1,11,364,10Q,NHS OXFORDSHIRE
281.92,2021/6/1,5,140,10R,NHS PORTSMOUTH
7066.32,2021/6/1,90,3416,11J,NHS DORSET
803.25,2021/6/1,11,369,11M,NHS GLOUCESTERSHIRE
3423.55,2021/6/1,55,1568,11N,NHS CORNWALL AND THE ISLES OF SCILLY
70.93,2021/6/1,1,28,11X,NHS SOMERSET
781.59,2021/6/1,11,364,12F,NHS WIRRAL
737.62,2021/6/1,13,340,13T,NHS NEWCASTLE GATESHEAD
1722.66,2021/6/1,28,798,14L,NHS MANCHESTER
1134.41,2021/6/1,15,532,14Y,NHS BUCKINGHAMSHIRE
1209,2021/6/1,14,580,15A,NHS BERKSHIRE WEST
122.75,2021/6/1,3,63,15E,NHS BIRMINGHAM AND SOLIHULL
1900,2021/6/1,21,840,15F,NHS LEEDS
16431.05,2021/6/1,252,7628,15M,NHS DERBY AND DERBYSHIRE
1205.36,2021/6/1,17,574,15N,NHS DEVON
974.3,2021/6/1,14,448,16C,NHS TEES VALLEY
3923.76,2021/6/1,71,1848,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1597.03,2021/6/1,23,756,26A,NHS NORFOLK AND WAVENEY
1022.03,2021/6/1,17,500,27D,NHS CHESHIRE
1787.26,2021/6/1,30,840,36J,NHS BRADFORD DISTRICT AND CRAVEN
8260.66,2021/6/1,134,4048,36L,NHS SOUTH WEST LONDON
1335.27,2021/6/1,22,616,42D,NHS NORTH YORKSHIRE
385.7,2021/6/1,5,196,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1856.81,2021/6/1,28,868,70F,NHS WEST SUSSEX
7885.65,2021/6/1,119,3740,71E,NHS LINCOLNSHIRE
4459.03,2021/6/1,70,2114,72Q,NHS SOUTH EAST LONDON
454.32,2021/6/1,8,224,78H,NHS NORTHAMPTONSHIRE
1323.29,2021/6/1,22,616,84H,NHS COUNTY DURHAM
23390.22,2021/6/1,371,11088,91Q,NHS KENT AND MEDWAY
10056.2,2021/6/1,151,4719,92A,NHS SURREY HEARTLANDS
2933.2,2021/6/1,27,1397,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
2743.31,2021/6/1,46,1300,93C,NHS NORTH CENTRAL LONDON
2959.43,2021/6/1,51,1417,97R,NHS EAST SUSSEX
610.94,2021/6/1,12,288,99A,NHS LIVERPOOL
1201.71,2021/6/1,18,574,99C,NHS NORTH TYNESIDE
1649.41,2021/6/1,28,819,99E,NHS BASILDON AND BRENTWOOD
1611.4,2021/6/1,22,812,99F,NHS CASTLE POINT AND ROCHFORD
927.16,2021/6/1,16,448,99G,NHS SOUTHEND
4932.34,2021/6/1,82,2305,A3A8R,NHS NORTH EAST LONDON
1477.57,2021/6/1,19,700,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5656.04,2021/6/1,87,2734,D2P2L,NHS BLACK COUNTRY
3318.67,2021/6/1,45,1539,D4U1Y,NHS FRIMLEY
6388.27,2021/6/1,95,2954,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7432.35,2021/6/1,108,3562,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
365,2021/6/1,7,174,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5883.97,2021/6/1,82,2774,W2U3Z,NHS NORTH WEST LONDON
1303.81,2021/6/1,27,616,X2C4Y,NHS KIRKLEES
5782.24,2021/7/1,93,2699,00L,NHS NORTHUMBERLAND
569.58,2021/7/1,10,280,00N,NHS SOUTH TYNESIDE
690.75,2021/7/1,10,338,00P,NHS SUNDERLAND
770.4,2021/7/1,13,364,00Q,NHS BLACKBURN WITH DARWEN
603.16,2021/7/1,7,301,00R,NHS BLACKPOOL
360.9,2021/7/1,4,174,00T,NHS BOLTON
1076.45,2021/7/1,17,476,00V,NHS BURY
54.58,2021/7/1,1,28,00X,NHS CHORLEY AND SOUTH RIBBLE
2076.99,2021/7/1,15,946,00Y,NHS OLDHAM
2997.25,2021/7/1,50,1428,01A,NHS EAST LANCASHIRE
302.73,2021/7/1,4,146,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
711.3,2021/7/1,12,322,01E,NHS GREATER PRESTON
783.57,2021/7/1,14,371,01G,NHS SALFORD
537.97,2021/7/1,9,252,01H,NHS NORTH CUMBRIA
71.03,2021/7/1,1,28,01J,NHS KNOWSLEY
1756.04,2021/7/1,28,821,01K,NHS MORECAMBE BAY
61.11,2021/7/1,1,28,01T,NHS SOUTH SEFTON
924.45,2021/7/1,14,420,01W,NHS STOCKPORT
741.7,2021/7/1,9,340,01X,NHS ST HELENS
132.14,2021/7/1,2,56,01Y,NHS TAMESIDE AND GLOSSOP
1647.53,2021/7/1,28,760,02A,NHS TRAFFORD
1283.23,2021/7/1,15,588,02E,NHS WARRINGTON
464.85,2021/7/1,8,224,02G,NHS WEST LANCASHIRE
1674.69,2021/7/1,27,812,02H,NHS WIGAN BOROUGH
925.76,2021/7/1,15,420,02M,NHS FYLDE AND WYRE
1717.55,2021/7/1,28,831,02P,NHS BARNSLEY
302.41,2021/7/1,5,140,02Q,NHS BASSETLAW
302.41,2021/7/1,5,140,02T,NHS CALDERDALE
699.09,2021/7/1,11,336,02X,NHS DONCASTER
2969.92,2021/7/1,47,1442,02Y,NHS EAST RIDING OF YORKSHIRE
873.45,2021/7/1,15,394,03F,NHS HULL
106.81,2021/7/1,2,56,03H,NHS NORTH EAST LINCOLNSHIRE
350.97,2021/7/1,4,168,03L,NHS ROTHERHAM
4560.1,2021/7/1,70,2100,03N,NHS SHEFFIELD
1242.77,2021/7/1,17,588,03Q,NHS VALE OF YORK
2131.78,2021/7/1,34,1036,03R,NHS WAKEFIELD
4203.28,2021/7/1,67,2002,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3036.33,2021/7/1,49,1405,04C,NHS LEICESTER CITY
6033.86,2021/7/1,88,2918,04V,NHS WEST LEICESTERSHIRE
199.59,2021/7/1,10,91,04Y,NHS CANNOCK CHASE
54.58,2021/7/1,1,28,05G,NHS NORTH STAFFORDSHIRE
125.61,2021/7/1,2,56,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
248.72,2021/7/1,4,126,05V,NHS STAFFORD AND SURROUNDS
61.11,2021/7/1,1,28,05W,NHS STOKE ON TRENT
2957.48,2021/7/1,48,1400,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
1294.62,2021/7/1,19,590,06K,NHS EAST AND NORTH HERTFORDSHIRE
1321.34,2021/7/1,17,644,06L,NHS IPSWICH AND EAST SUFFOLK
71.03,2021/7/1,1,28,06N,NHS HERTS VALLEYS
1195.85,2021/7/1,19,590,06Q,NHS MID ESSEX
1114.86,2021/7/1,19,546,06T,NHS NORTH EAST ESSEX
1386.2,2021/7/1,23,672,07G,NHS THURROCK
4322.69,2021/7/1,63,2172,07H,NHS WEST ESSEX
1067.26,2021/7/1,16,476,07K,NHS WEST SUFFOLK
750.79,2021/7/1,14,366,09D,NHS BRIGHTON AND HOVE
729.12,2021/7/1,10,364,10Q,NHS OXFORDSHIRE
471.37,2021/7/1,7,224,10R,NHS PORTSMOUTH
7143.04,2021/7/1,99,3444,11J,NHS DORSET
295.88,2021/7/1,5,140,11M,NHS GLOUCESTERSHIRE
2939.25,2021/7/1,49,1348,11N,NHS CORNWALL AND THE ISLES OF SCILLY
71.03,2021/7/1,1,28,11X,NHS SOMERSET
688.65,2021/7/1,11,336,12F,NHS WIRRAL
805.03,2021/7/1,13,352,13T,NHS NEWCASTLE GATESHEAD
1655.95,2021/7/1,27,784,14L,NHS MANCHESTER
1343.97,2021/7/1,17,651,14Y,NHS BUCKINGHAMSHIRE
432.2,2021/7/1,7,196,15A,NHS BERKSHIRE WEST
176.79,2021/7/1,2,84,15E,NHS BIRMINGHAM AND SOLIHULL
896.49,2021/7/1,12,392,15F,NHS LEEDS
15738.38,2021/7/1,246,7201,15M,NHS DERBY AND DERBYSHIRE
1450.11,2021/7/1,20,672,15N,NHS DEVON
710.83,2021/7/1,11,336,16C,NHS TEES VALLEY
3453.93,2021/7/1,53,1596,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1409.15,2021/7/1,22,672,26A,NHS NORFOLK AND WAVENEY
992.87,2021/7/1,16,476,27D,NHS CHESHIRE
2797.17,2021/7/1,43,1344,36J,NHS BRADFORD DISTRICT AND CRAVEN
10300.23,2021/7/1,150,4997,36L,NHS SOUTH WEST LONDON
1333.68,2021/7/1,22,616,42D,NHS NORTH YORKSHIRE
331.65,2021/7/1,5,168,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1566.6,2021/7/1,24,728,70F,NHS WEST SUSSEX
8641.75,2021/7/1,132,4134,71E,NHS LINCOLNSHIRE
5702.6,2021/7/1,86,2709,72Q,NHS SOUTH EAST LONDON
584.72,2021/7/1,10,280,78H,NHS NORTHAMPTONSHIRE
1503.42,2021/7/1,24,728,84H,NHS COUNTY DURHAM
25651.31,2021/7/1,403,12167,91Q,NHS KENT AND MEDWAY
12663.05,2021/7/1,198,6027,92A,NHS SURREY HEARTLANDS
1849.54,2021/7/1,21,919,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
2518.55,2021/7/1,42,1205,93C,NHS NORTH CENTRAL LONDON
3054.03,2021/7/1,45,1463,97R,NHS EAST SUSSEX
423.33,2021/7/1,7,196,99A,NHS LIVERPOOL
1174.92,2021/7/1,19,560,99C,NHS NORTH TYNESIDE
1830.71,2021/7/1,27,926,99E,NHS BASILDON AND BRENTWOOD
1734.81,2021/7/1,25,868,99F,NHS CASTLE POINT AND ROCHFORD
1257.68,2021/7/1,20,616,99G,NHS SOUTHEND
5541.46,2021/7/1,96,2576,A3A8R,NHS NORTH EAST LONDON
1277.42,2021/7/1,18,602,B2M3M,NHS COVENTRY AND WARWICKSHIRE
4479.76,2021/7/1,64,2139,D2P2L,NHS BLACK COUNTRY
3949.5,2021/7/1,53,1831,D4U1Y,NHS FRIMLEY
7100.06,2021/7/1,97,3346,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7875.71,2021/7/1,112,3782,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
61.11,2021/7/1,1,28,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5926.02,2021/7/1,86,2835,W2U3Z,NHS NORTH WEST LONDON
1423.61,2021/7/1,28,672,X2C4Y,NHS KIRKLEES
6252.65,2021/8/1,98,2898,00L,NHS NORTHUMBERLAND
519.6,2021/8/1,9,252,00N,NHS SOUTH TYNESIDE
592.02,2021/8/1,9,282,00P,NHS SUNDERLAND
605.34,2021/8/1,10,280,00Q,NHS BLACKBURN WITH DARWEN
774.95,2021/8/1,12,385,00R,NHS BLACKPOOL
267.46,2021/8/1,3,126,00T,NHS BOLTON
1007.3,2021/8/1,16,448,00V,NHS BURY
234.97,2021/8/1,4,112,00X,NHS CHORLEY AND SOUTH RIBBLE
813.01,2021/8/1,7,384,00Y,NHS OLDHAM
2863.29,2021/8/1,50,1400,01A,NHS EAST LANCASHIRE
274.71,2021/8/1,3,142,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
816.42,2021/8/1,15,364,01E,NHS GREATER PRESTON
477.25,2021/8/1,8,224,01G,NHS SALFORD
1036.28,2021/8/1,14,476,01H,NHS NORTH CUMBRIA
1242.47,2021/8/1,17,588,01K,NHS MORECAMBE BAY
61.16,2021/8/1,1,28,01T,NHS SOUTH SEFTON
888.48,2021/8/1,14,399,01W,NHS STOCKPORT
656.37,2021/8/1,7,320,01X,NHS ST HELENS
168.06,2021/8/1,3,84,01Y,NHS TAMESIDE AND GLOSSOP
1752.37,2021/8/1,32,802,02A,NHS TRAFFORD
1199.58,2021/8/1,13,532,02E,NHS WARRINGTON
329.58,2021/8/1,6,168,02G,NHS WEST LANCASHIRE
1622.22,2021/8/1,27,770,02H,NHS WIGAN BOROUGH
762.65,2021/8/1,12,336,02M,NHS FYLDE AND WYRE
1575.11,2021/8/1,22,734,02P,NHS BARNSLEY
431.52,2021/8/1,7,196,02Q,NHS BASSETLAW
347.36,2021/8/1,6,168,02T,NHS CALDERDALE
702.54,2021/8/1,12,336,02X,NHS DONCASTER
2883.12,2021/8/1,44,1354,02Y,NHS EAST RIDING OF YORKSHIRE
579.96,2021/8/1,11,259,03F,NHS HULL
54.63,2021/8/1,1,28,03H,NHS NORTH EAST LINCOLNSHIRE
71.09,2021/8/1,1,28,03L,NHS ROTHERHAM
4645.66,2021/8/1,68,2116,03N,NHS SHEFFIELD
812.84,2021/8/1,12,364,03Q,NHS VALE OF YORK
2110.8,2021/8/1,35,1008,03R,NHS WAKEFIELD
3571.97,2021/8/1,59,1726,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3084.27,2021/8/1,49,1440,04C,NHS LEICESTER CITY
5983.9,2021/8/1,85,2927,04V,NHS WEST LEICESTERSHIRE
128.83,2021/8/1,3,63,04Y,NHS CANNOCK CHASE
71.08,2021/8/1,1,28,05D,NHS EAST STAFFORDSHIRE
159.18,2021/8/1,3,84,05G,NHS NORTH STAFFORDSHIRE
291.43,2021/8/1,5,140,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
115.79,2021/8/1,2,56,05V,NHS STAFFORD AND SURROUNDS
61.16,2021/8/1,1,28,05W,NHS STOKE ON TRENT
2664.97,2021/8/1,45,1282,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
1164.77,2021/8/1,16,534,06K,NHS EAST AND NORTH HERTFORDSHIRE
1204.82,2021/8/1,17,616,06L,NHS IPSWICH AND EAST SUFFOLK
289.05,2021/8/1,3,140,06N,NHS HERTS VALLEYS
1055.46,2021/8/1,18,506,06Q,NHS MID ESSEX
1311.51,2021/8/1,24,665,06T,NHS NORTH EAST ESSEX
1438.64,2021/8/1,22,714,07G,NHS THURROCK
4756.38,2021/8/1,66,2396,07H,NHS WEST ESSEX
1343.07,2021/8/1,20,644,07K,NHS WEST SUFFOLK
509.15,2021/8/1,12,254,09D,NHS BRIGHTON AND HOVE
785.89,2021/8/1,12,392,10Q,NHS OXFORDSHIRE
177.99,2021/8/1,3,84,10R,NHS PORTSMOUTH
6389.34,2021/8/1,80,3122,11J,NHS DORSET
350.73,2021/8/1,5,168,11M,NHS GLOUCESTERSHIRE
2463.29,2021/8/1,38,1120,11N,NHS CORNWALL AND THE ISLES OF SCILLY
71.09,2021/8/1,1,28,11X,NHS SOMERSET
957.14,2021/8/1,15,457,12F,NHS WIRRAL
774.43,2021/8/1,13,364,13T,NHS NEWCASTLE GATESHEAD
1706.2,2021/8/1,28,784,14L,NHS MANCHESTER
867.16,2021/8/1,10,420,14Y,NHS BUCKINGHAMSHIRE
869.43,2021/8/1,11,408,15A,NHS BERKSHIRE WEST
54.63,2021/8/1,1,28,15E,NHS BIRMINGHAM AND SOLIHULL
1840.46,2021/8/1,22,840,15F,NHS LEEDS
15592.42,2021/8/1,237,7160,15M,NHS DERBY AND DERBYSHIRE
1241.39,2021/8/1,13,588,15N,NHS DEVON
806.08,2021/8/1,14,378,16C,NHS TEES VALLEY
3152.07,2021/8/1,54,1469,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1509.05,2021/8/1,23,700,26A,NHS NORFOLK AND WAVENEY
1299.09,2021/8/1,22,637,27D,NHS CHESHIRE
1911.56,2021/8/1,33,905,36J,NHS BRADFORD DISTRICT AND CRAVEN
7650.89,2021/8/1,120,3722,36L,NHS SOUTH WEST LONDON
1347.04,2021/8/1,22,616,42D,NHS NORTH YORKSHIRE
448.75,2021/8/1,7,228,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1498.63,2021/8/1,23,672,70F,NHS WEST SUSSEX
7999.61,2021/8/1,124,3775,71E,NHS LINCOLNSHIRE
3903.51,2021/8/1,57,1822,72Q,NHS SOUTH EAST LONDON
587.56,2021/8/1,10,280,78H,NHS NORTHAMPTONSHIRE
1462.34,2021/8/1,22,700,84H,NHS COUNTY DURHAM
22482.7,2021/8/1,348,10666,91Q,NHS KENT AND MEDWAY
9734.25,2021/8/1,147,4573,92A,NHS SURREY HEARTLANDS
2130.68,2021/8/1,24,1037,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
2807.43,2021/8/1,47,1348,93C,NHS NORTH CENTRAL LONDON
2524.64,2021/8/1,42,1176,97R,NHS EAST SUSSEX
231.58,2021/8/1,4,112,99A,NHS LIVERPOOL
1388.86,2021/8/1,20,644,99C,NHS NORTH TYNESIDE
1679.79,2021/8/1,26,840,99E,NHS BASILDON AND BRENTWOOD
1437.99,2021/8/1,21,700,99F,NHS CASTLE POINT AND ROCHFORD
926.55,2021/8/1,15,448,99G,NHS SOUTHEND
4709.03,2021/8/1,72,2188,A3A8R,NHS NORTH EAST LONDON
1081.54,2021/8/1,20,500,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5343.85,2021/8/1,87,2578,D2P2L,NHS BLACK COUNTRY
3455.54,2021/8/1,44,1532,D4U1Y,NHS FRIMLEY
5245.96,2021/8/1,83,2394,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6917.25,2021/8/1,99,3323,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
165.7,2021/8/1,3,84,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5344.56,2021/8/1,74,2548,W2U3Z,NHS NORTH WEST LONDON
1399.19,2021/8/1,29,658,X2C4Y,NHS KIRKLEES
6462.25,2021/9/1,104,3007,00L,NHS NORTHUMBERLAND
596.27,2021/9/1,11,287,00N,NHS SOUTH TYNESIDE
810.44,2021/9/1,12,392,00P,NHS SUNDERLAND
975.58,2021/9/1,19,448,00Q,NHS BLACKBURN WITH DARWEN
1012.93,2021/9/1,11,517,00R,NHS BLACKPOOL
461.93,2021/9/1,7,223,00T,NHS BOLTON
1067.38,2021/9/1,17,476,00V,NHS BURY
251.18,2021/9/1,4,112,00X,NHS CHORLEY AND SOUTH RIBBLE
2362.74,2021/9/1,18,1028,00Y,NHS OLDHAM
3104.72,2021/9/1,52,1484,01A,NHS EAST LANCASHIRE
485.06,2021/9/1,10,240,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
681.49,2021/9/1,14,315,01E,NHS GREATER PRESTON
855.62,2021/9/1,14,392,01G,NHS SALFORD
471.28,2021/9/1,8,220,01H,NHS NORTH CUMBRIA
71.02,2021/9/1,1,28,01J,NHS KNOWSLEY
2125.29,2021/9/1,30,982,01K,NHS MORECAMBE BAY
61.1,2021/9/1,1,28,01T,NHS SOUTH SEFTON
833.95,2021/9/1,13,364,01W,NHS STOCKPORT
1181.88,2021/9/1,11,582,01X,NHS ST HELENS
245.43,2021/9/1,4,112,01Y,NHS TAMESIDE AND GLOSSOP
1753.7,2021/9/1,30,812,02A,NHS TRAFFORD
1378.88,2021/9/1,20,639,02E,NHS WARRINGTON
476.46,2021/9/1,8,226,02G,NHS WEST LANCASHIRE
2423.15,2021/9/1,37,1176,02H,NHS WIGAN BOROUGH
1037.87,2021/9/1,17,476,02M,NHS FYLDE AND WYRE
1462.18,2021/9/1,22,704,02P,NHS BARNSLEY
618.8,2021/9/1,9,280,02Q,NHS BASSETLAW
292.44,2021/9/1,5,140,02T,NHS CALDERDALE
424.29,2021/9/1,7,196,02X,NHS DONCASTER
3044.54,2021/9/1,44,1442,02Y,NHS EAST RIDING OF YORKSHIRE
654.21,2021/9/1,12,308,03F,NHS HULL
106.79,2021/9/1,2,56,03H,NHS NORTH EAST LINCOLNSHIRE
208.86,2021/9/1,2,112,03L,NHS ROTHERHAM
4808,2021/9/1,74,2212,03N,NHS SHEFFIELD
1310.69,2021/9/1,20,644,03Q,NHS VALE OF YORK
2556.47,2021/9/1,40,1267,03R,NHS WAKEFIELD
4380.81,2021/9/1,74,2100,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
2962.07,2021/9/1,43,1380,04C,NHS LEICESTER CITY
6791.37,2021/9/1,104,3298,04V,NHS WEST LEICESTERSHIRE
61.1,2021/9/1,1,28,04Y,NHS CANNOCK CHASE
71,2021/9/1,1,28,05D,NHS EAST STAFFORDSHIRE
52.22,2021/9/1,1,28,05G,NHS NORTH STAFFORDSHIRE
177.81,2021/9/1,3,84,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
115.67,2021/9/1,2,56,05V,NHS STAFFORD AND SURROUNDS
61.1,2021/9/1,1,28,05W,NHS STOKE ON TRENT
2695.7,2021/9/1,45,1309,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
1777.91,2021/9/1,26,814,06K,NHS EAST AND NORTH HERTFORDSHIRE
1186.61,2021/9/1,14,588,06L,NHS IPSWICH AND EAST SUFFOLK
227.66,2021/9/1,2,112,06N,NHS HERTS VALLEYS
1492.39,2021/9/1,23,728,06Q,NHS MID ESSEX
1036.19,2021/9/1,19,532,06T,NHS NORTH EAST ESSEX
1101.31,2021/9/1,18,532,07G,NHS THURROCK
4277.69,2021/9/1,61,2158,07H,NHS WEST ESSEX
1216.13,2021/9/1,19,560,07K,NHS WEST SUFFOLK
977.25,2021/9/1,17,478,09D,NHS BRIGHTON AND HOVE
857.95,2021/9/1,13,420,10Q,NHS OXFORDSHIRE
609.11,2021/9/1,7,280,10R,NHS PORTSMOUTH
6160.59,2021/9/1,93,2940,11J,NHS DORSET
400.8,2021/9/1,8,194,11M,NHS GLOUCESTERSHIRE
3302.23,2021/9/1,53,1512,11N,NHS CORNWALL AND THE ISLES OF SCILLY
142.04,2021/9/1,2,56,11X,NHS SOMERSET
950.38,2021/9/1,14,448,12F,NHS WIRRAL
1328.46,2021/9/1,21,616,13T,NHS NEWCASTLE GATESHEAD
1764.26,2021/9/1,29,812,14L,NHS MANCHESTER
1551.88,2021/9/1,18,728,14Y,NHS BUCKINGHAMSHIRE
1550.97,2021/9/1,14,797,15A,NHS BERKSHIRE WEST
507.78,2021/9/1,4,252,15E,NHS BIRMINGHAM AND SOLIHULL
1446.2,2021/9/1,21,644,15F,NHS LEEDS
16640.18,2021/9/1,264,7671,15M,NHS DERBY AND DERBYSHIRE
1082.22,2021/9/1,18,532,15N,NHS DEVON
870,2021/9/1,14,392,16C,NHS TEES VALLEY
4708.98,2021/9/1,74,2197,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1548.98,2021/9/1,22,728,26A,NHS NORFOLK AND WAVENEY
1197.39,2021/9/1,20,588,27D,NHS CHESHIRE
3114.86,2021/9/1,45,1456,36J,NHS BRADFORD DISTRICT AND CRAVEN
10895.29,2021/9/1,166,5301,36L,NHS SOUTH WEST LONDON
1339.17,2021/9/1,21,616,42D,NHS NORTH YORKSHIRE
331.59,2021/9/1,5,168,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1722.58,2021/9/1,27,785,70F,NHS WEST SUSSEX
9010.5,2021/9/1,134,4232,71E,NHS LINCOLNSHIRE
4498.91,2021/9/1,65,2128,72Q,NHS SOUTH EAST LONDON
651.91,2021/9/1,12,322,78H,NHS NORTHAMPTONSHIRE
1603.65,2021/9/1,25,756,84H,NHS COUNTY DURHAM
24164.13,2021/9/1,373,11506,91Q,NHS KENT AND MEDWAY
11955.26,2021/9/1,179,5654,92A,NHS SURREY HEARTLANDS
3114.95,2021/9/1,32,1489,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
2504.97,2021/9/1,41,1194,93C,NHS NORTH CENTRAL LONDON
2618.46,2021/9/1,41,1211,97R,NHS EAST SUSSEX
409.15,2021/9/1,7,196,99A,NHS LIVERPOOL
1555.34,2021/9/1,23,728,99C,NHS NORTH TYNESIDE
2043.03,2021/9/1,30,1014,99E,NHS BASILDON AND BRENTWOOD
1837.51,2021/9/1,22,924,99F,NHS CASTLE POINT AND ROCHFORD
1603.67,2021/9/1,27,784,99G,NHS SOUTHEND
6818.37,2021/9/1,110,3227,A3A8R,NHS NORTH EAST LONDON
938.37,2021/9/1,14,420,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5988.76,2021/9/1,83,2916,D2P2L,NHS BLACK COUNTRY
3438.28,2021/9/1,49,1635,D4U1Y,NHS FRIMLEY
5910.22,2021/9/1,88,2779,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7358.88,2021/9/1,102,3568,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
337.64,2021/9/1,6,174,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
4984.19,2021/9/1,69,2366,W2U3Z,NHS NORTH WEST LONDON
1511.72,2021/9/1,21,700,X2C4Y,NHS KIRKLEES
5916.68,2021/10/1,95,2702,00L,NHS NORTHUMBERLAND
521.17,2021/10/1,9,252,00N,NHS SOUTH TYNESIDE
594.21,2021/10/1,9,280,00P,NHS SUNDERLAND
609,2021/10/1,12,280,00Q,NHS BLACKBURN WITH DARWEN
1033.99,2021/10/1,17,520,00R,NHS BLACKPOOL
296.63,2021/10/1,4,132,00T,NHS BOLTON
1111.48,2021/10/1,18,504,00V,NHS BURY
196.5,2021/10/1,3,84,00X,NHS CHORLEY AND SOUTH RIBBLE
1072.25,2021/10/1,11,476,00Y,NHS OLDHAM
3401.28,2021/10/1,59,1652,01A,NHS EAST LANCASHIRE
556.45,2021/10/1,6,268,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
904.43,2021/10/1,17,420,01E,NHS GREATER PRESTON
688.45,2021/10/1,11,308,01G,NHS SALFORD
734.89,2021/10/1,11,336,01H,NHS NORTH CUMBRIA
70.98,2021/10/1,1,28,01J,NHS KNOWSLEY
