actual_cost,date,items,quantity,row_id,Location_row_name
1415.4,2021/7/1,40,1203,05W,NHS STOKE ON TRENT
7395.81,2021/7/1,161,5720,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
5606.19,2021/7/1,133,4854,06K,NHS EAST AND NORTH HERTFORDSHIRE
2741.26,2021/7/1,55,2232,06L,NHS IPSWICH AND EAST SUFFOLK
3173.45,2021/7/1,60,2756,06N,NHS HERTS VALLEYS
2339.81,2021/7/1,56,1827,06Q,NHS MID ESSEX
3759.09,2021/7/1,86,3362,06T,NHS NORTH EAST ESSEX
1895.03,2021/7/1,44,1337,07G,NHS THURROCK
3032.31,2021/7/1,67,2369,07H,NHS WEST ESSEX
2432.9,2021/7/1,59,1757,07K,NHS WEST SUFFOLK
4382.99,2021/7/1,134,3651,09D,NHS BRIGHTON AND HOVE
4462.36,2021/7/1,87,4268,10Q,NHS OXFORDSHIRE
740.97,2021/7/1,18,505,10R,NHS PORTSMOUTH
11897.1,2021/7/1,256,10363,11J,NHS DORSET
4512.08,2021/7/1,124,5287,11M,NHS GLOUCESTERSHIRE
3496.06,2021/7/1,70,3707,11N,NHS CORNWALL AND THE ISLES OF SCILLY
3204.02,2021/7/1,61,2928,11X,NHS SOMERSET
11149.51,2021/7/1,274,8143,12F,NHS WIRRAL
2845.94,2021/7/1,80,2224,13T,NHS NEWCASTLE GATESHEAD
3710.55,2021/7/1,84,2537,14L,NHS MANCHESTER
4094.47,2021/7/1,81,3325,14Y,NHS BUCKINGHAMSHIRE
5299.65,2021/7/1,126,3651,15A,NHS BERKSHIRE WEST
6942.47,2021/7/1,143,5672,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
6622.9,2021/7/1,144,4917,15E,NHS BIRMINGHAM AND SOLIHULL
3769.55,2021/7/1,68,2655,15F,NHS LEEDS
10805,2021/7/1,235,10290,15M,NHS DERBY AND DERBYSHIRE
8726.7,2021/7/1,178,7615,15N,NHS DEVON
3729.38,2021/7/1,88,2584,16C,NHS TEES VALLEY
7848.99,2021/7/1,172,6409,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
14216.99,2021/7/1,344,12103,26A,NHS NORFOLK AND WAVENEY
7757.6,2021/7/1,188,5922,27D,NHS CHESHIRE
2210.5,2021/7/1,81,2171,36J,NHS BRADFORD DISTRICT AND CRAVEN
16614.55,2021/7/1,379,16222,36L,NHS SOUTH WEST LONDON
2851.8,2021/7/1,58,2239,42D,NHS NORTH YORKSHIRE
8081.48,2021/7/1,189,6711,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
8051.29,2021/7/1,188,5642,70F,NHS WEST SUSSEX
4269.82,2021/7/1,92,2919,71E,NHS LINCOLNSHIRE
11883.68,2021/7/1,257,10420,72Q,NHS SOUTH EAST LONDON
11144.57,2021/7/1,289,8141,78H,NHS NORTHAMPTONSHIRE
6391.11,2021/7/1,145,5411,84H,NHS COUNTY DURHAM
23431.71,2021/7/1,514,18783,91Q,NHS KENT AND MEDWAY
12556.51,2021/7/1,231,13381,92A,NHS SURREY HEARTLANDS
7126.42,2021/7/1,120,4899,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
14536.14,2021/7/1,259,12057,93C,NHS NORTH CENTRAL LONDON
5689.89,2021/7/1,135,5984,97R,NHS EAST SUSSEX
2936.81,2021/7/1,66,1890,99A,NHS LIVERPOOL
5972.35,2021/7/1,140,6898,99C,NHS NORTH TYNESIDE
3713.47,2021/7/1,82,3042,99E,NHS BASILDON AND BRENTWOOD
1958.58,2021/7/1,33,2276,99F,NHS CASTLE POINT AND ROCHFORD
2465.39,2021/7/1,44,2587,99G,NHS SOUTHEND
10914.07,2021/7/1,275,8814,A3A8R,NHS NORTH EAST LONDON
5459.8,2021/7/1,154,4351,B2M3M,NHS COVENTRY AND WARWICKSHIRE
14113.36,2021/7/1,323,11516,D2P2L,NHS BLACK COUNTRY
8732.21,2021/7/1,212,7944,D4U1Y,NHS FRIMLEY
19253.27,2021/7/1,415,16587,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6991.9,2021/7/1,132,9350,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
4979.2,2021/7/1,117,3681,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
9402.99,2021/7/1,218,9227,W2U3Z,NHS NORTH WEST LONDON
1447.13,2021/7/1,44,1094,X2C4Y,NHS KIRKLEES
6623.78,2021/8/1,190,6959,00L,NHS NORTHUMBERLAND
2623.74,2021/8/1,82,2093,00N,NHS SOUTH TYNESIDE
2056.27,2021/8/1,56,2928,00P,NHS SUNDERLAND
1111.89,2021/8/1,29,812,00Q,NHS BLACKBURN WITH DARWEN
2632.66,2021/8/1,70,1970,00R,NHS BLACKPOOL
1568.03,2021/8/1,44,1657,00T,NHS BOLTON
2074.26,2021/8/1,57,1574,00V,NHS BURY
928.44,2021/8/1,20,928,00X,NHS CHORLEY AND SOUTH RIBBLE
1673.89,2021/8/1,36,1547,00Y,NHS OLDHAM
2461.14,2021/8/1,50,1946,01A,NHS EAST LANCASHIRE
1287.07,2021/8/1,34,973,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1349.82,2021/8/1,35,1584,01E,NHS GREATER PRESTON
345.86,2021/8/1,8,287,01F,NHS HALTON
6507,2021/8/1,187,5183,01G,NHS SALFORD
2137.62,2021/8/1,48,1575,01H,NHS NORTH CUMBRIA
56.6,2021/8/1,2,35,01J,NHS KNOWSLEY
1579.91,2021/8/1,40,1260,01K,NHS MORECAMBE BAY
364.73,2021/8/1,8,252,01T,NHS SOUTH SEFTON
396.9,2021/8/1,35,279,01V,NHS SOUTHPORT AND FORMBY
4614.57,2021/8/1,116,4176,01W,NHS STOCKPORT
1272.94,2021/8/1,23,871,01X,NHS ST HELENS
2409.89,2021/8/1,55,3096,01Y,NHS TAMESIDE AND GLOSSOP
1146.68,2021/8/1,24,784,02A,NHS TRAFFORD
974.82,2021/8/1,20,759,02E,NHS WARRINGTON
1313.87,2021/8/1,36,1313,02G,NHS WEST LANCASHIRE
3964.95,2021/8/1,92,3500,02H,NHS WIGAN BOROUGH
1270.91,2021/8/1,25,959,02M,NHS FYLDE AND WYRE
2279,2021/8/1,61,1822,02P,NHS BARNSLEY
762.49,2021/8/1,19,511,02Q,NHS BASSETLAW
608.93,2021/8/1,16,462,02T,NHS CALDERDALE
991.12,2021/8/1,23,1028,02X,NHS DONCASTER
806.89,2021/8/1,18,582,02Y,NHS EAST RIDING OF YORKSHIRE
772.15,2021/8/1,22,841,03F,NHS HULL
923.44,2021/8/1,19,728,03H,NHS NORTH EAST LINCOLNSHIRE
349.04,2021/8/1,9,252,03K,NHS NORTH LINCOLNSHIRE
458.46,2021/8/1,10,392,03L,NHS ROTHERHAM
4061.73,2021/8/1,88,3877,03N,NHS SHEFFIELD
672,2021/8/1,19,518,03Q,NHS VALE OF YORK
1892.53,2021/8/1,43,1428,03R,NHS WAKEFIELD
4097.9,2021/8/1,97,3787,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3090.16,2021/8/1,76,3406,04C,NHS LEICESTER CITY
5163.83,2021/8/1,138,5132,04V,NHS WEST LEICESTERSHIRE
267.59,2021/8/1,6,168,04Y,NHS CANNOCK CHASE
437.43,2021/8/1,9,364,05D,NHS EAST STAFFORDSHIRE
557.32,2021/8/1,22,423,05G,NHS NORTH STAFFORDSHIRE
1086.54,2021/8/1,22,854,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
95.08,2021/8/1,2,56,05V,NHS STAFFORD AND SURROUNDS
1010.15,2021/8/1,31,770,05W,NHS STOKE ON TRENT
6070.28,2021/8/1,141,4995,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
4175.09,2021/8/1,107,3728,06K,NHS EAST AND NORTH HERTFORDSHIRE
2579.25,2021/8/1,66,2205,06L,NHS IPSWICH AND EAST SUFFOLK
3031.65,2021/8/1,69,2714,06N,NHS HERTS VALLEYS
1642.86,2021/8/1,42,1427,06Q,NHS MID ESSEX
3816.99,2021/8/1,91,4634,06T,NHS NORTH EAST ESSEX
1589.65,2021/8/1,38,1438,07G,NHS THURROCK
2622.75,2021/8/1,64,2478,07H,NHS WEST ESSEX
2114.96,2021/8/1,52,1582,07K,NHS WEST SUFFOLK
3481.41,2021/8/1,111,2982,09D,NHS BRIGHTON AND HOVE
4537.04,2021/8/1,87,4116,10Q,NHS OXFORDSHIRE
766.43,2021/8/1,23,518,10R,NHS PORTSMOUTH
11255.75,2021/8/1,260,10429,11J,NHS DORSET
4085.61,2021/8/1,122,4080,11M,NHS GLOUCESTERSHIRE
3426.2,2021/8/1,74,3066,11N,NHS CORNWALL AND THE ISLES OF SCILLY
2689.52,2021/8/1,60,2100,11X,NHS SOMERSET
9393.03,2021/8/1,248,6997,12F,NHS WIRRAL
2601.4,2021/8/1,77,2673,13T,NHS NEWCASTLE GATESHEAD
2750.65,2021/8/1,67,2037,14L,NHS MANCHESTER
4317.47,2021/8/1,93,4066,14Y,NHS BUCKINGHAMSHIRE
4355.37,2021/8/1,106,3708,15A,NHS BERKSHIRE WEST
6013.35,2021/8/1,136,5129,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
5882.38,2021/8/1,136,6511,15E,NHS BIRMINGHAM AND SOLIHULL
3235.35,2021/8/1,70,3172,15F,NHS LEEDS
10493.85,2021/8/1,239,12231,15M,NHS DERBY AND DERBYSHIRE
6586.67,2021/8/1,153,6180,15N,NHS DEVON
3503.74,2021/8/1,81,2890,16C,NHS TEES VALLEY
7438.85,2021/8/1,164,6186,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
12164.02,2021/8/1,335,11301,26A,NHS NORFOLK AND WAVENEY
7316.5,2021/8/1,196,6785,27D,NHS CHESHIRE
2230.25,2021/8/1,73,2659,36J,NHS BRADFORD DISTRICT AND CRAVEN
12409.97,2021/8/1,307,13559,36L,NHS SOUTH WEST LONDON
1902.93,2021/8/1,39,1845,42D,NHS NORTH YORKSHIRE
7391.21,2021/8/1,163,6777,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
7818.57,2021/8/1,205,5826,70F,NHS WEST SUSSEX
4667.33,2021/8/1,126,5119,71E,NHS LINCOLNSHIRE
10255.18,2021/8/1,258,9301,72Q,NHS SOUTH EAST LONDON
10026.87,2021/8/1,266,8425,78H,NHS NORTHAMPTONSHIRE
6695.09,2021/8/1,155,6538,84H,NHS COUNTY DURHAM
19934.05,2021/8/1,444,17807,91Q,NHS KENT AND MEDWAY
10054.91,2021/8/1,210,10938,92A,NHS SURREY HEARTLANDS
5802.36,2021/8/1,100,4585,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
9886.23,2021/8/1,217,8704,93C,NHS NORTH CENTRAL LONDON
3520.6,2021/8/1,98,3002,97R,NHS EAST SUSSEX
2852.95,2021/8/1,71,1995,99A,NHS LIVERPOOL
4677.9,2021/8/1,116,5441,99C,NHS NORTH TYNESIDE
4215.94,2021/8/1,97,3442,99E,NHS BASILDON AND BRENTWOOD
1542.92,2021/8/1,30,1269,99F,NHS CASTLE POINT AND ROCHFORD
2406.88,2021/8/1,48,2661,99G,NHS SOUTHEND
10476.85,2021/8/1,252,8801,A3A8R,NHS NORTH EAST LONDON
5460.71,2021/8/1,160,4102,B2M3M,NHS COVENTRY AND WARWICKSHIRE
12960.11,2021/8/1,308,13844,D2P2L,NHS BLACK COUNTRY
8792.99,2021/8/1,236,9163,D4U1Y,NHS FRIMLEY
16165.17,2021/8/1,378,14211,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6435.77,2021/8/1,132,9626,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
2759.38,2021/8/1,72,2668,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
9026.59,2021/8/1,201,7955,W2U3Z,NHS NORTH WEST LONDON
1578.83,2021/8/1,55,1194,X2C4Y,NHS KIRKLEES
6983.26,2021/9/1,226,8875,00L,NHS NORTHUMBERLAND
2109.65,2021/9/1,69,1911,00N,NHS SOUTH TYNESIDE
2106.97,2021/9/1,61,2872,00P,NHS SUNDERLAND
1016.95,2021/9/1,29,875,00Q,NHS BLACKBURN WITH DARWEN
2285.94,2021/9/1,68,1908,00R,NHS BLACKPOOL
1579.11,2021/9/1,48,1776,00T,NHS BOLTON
2362.73,2021/9/1,63,3237,00V,NHS BURY
809.63,2021/9/1,22,893,00X,NHS CHORLEY AND SOUTH RIBBLE
1826.1,2021/9/1,41,1528,00Y,NHS OLDHAM
2282.11,2021/9/1,57,2072,01A,NHS EAST LANCASHIRE
1668.09,2021/9/1,52,1483,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1765,2021/9/1,44,2146,01E,NHS GREATER PRESTON
388.08,2021/9/1,9,364,01F,NHS HALTON
4779.38,2021/9/1,170,4367,01G,NHS SALFORD
2177.95,2021/9/1,57,2371,01H,NHS NORTH CUMBRIA
187.39,2021/9/1,5,140,01J,NHS KNOWSLEY
2251.01,2021/9/1,65,2456,01K,NHS MORECAMBE BAY
325.62,2021/9/1,8,252,01T,NHS SOUTH SEFTON
466.2,2021/9/1,39,582,01V,NHS SOUTHPORT AND FORMBY
4503.86,2021/9/1,127,4470,01W,NHS STOCKPORT
2695.6,2021/9/1,40,1836,01X,NHS ST HELENS
2025.5,2021/9/1,58,3207,01Y,NHS TAMESIDE AND GLOSSOP
1181.52,2021/9/1,29,924,02A,NHS TRAFFORD
433.27,2021/9/1,12,350,02E,NHS WARRINGTON
1117.77,2021/9/1,29,996,02G,NHS WEST LANCASHIRE
4494.71,2021/9/1,111,4040,02H,NHS WIGAN BOROUGH
1165.01,2021/9/1,24,1008,02M,NHS FYLDE AND WYRE
2385.17,2021/9/1,71,2216,02P,NHS BARNSLEY
740.45,2021/9/1,21,567,02Q,NHS BASSETLAW
703.59,2021/9/1,13,1264,02T,NHS CALDERDALE
544.69,2021/9/1,16,576,02X,NHS DONCASTER
775.22,2021/9/1,18,700,02Y,NHS EAST RIDING OF YORKSHIRE
887.34,2021/9/1,16,1922,03F,NHS HULL
549.95,2021/9/1,13,476,03H,NHS NORTH EAST LINCOLNSHIRE
337.83,2021/9/1,10,280,03K,NHS NORTH LINCOLNSHIRE
274.27,2021/9/1,9,252,03L,NHS ROTHERHAM
3660.84,2021/9/1,97,3380,03N,NHS SHEFFIELD
874.42,2021/9/1,25,1000,03Q,NHS VALE OF YORK
1876.96,2021/9/1,49,1596,03R,NHS WAKEFIELD
3157.86,2021/9/1,83,3094,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3655.75,2021/9/1,83,5907,04C,NHS LEICESTER CITY
5578.27,2021/9/1,160,6864,04V,NHS WEST LEICESTERSHIRE
310.55,2021/9/1,8,252,04Y,NHS CANNOCK CHASE
347.64,2021/9/1,9,336,05D,NHS EAST STAFFORDSHIRE
582.59,2021/9/1,23,492,05G,NHS NORTH STAFFORDSHIRE
427.74,2021/9/1,10,329,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
199.79,2021/9/1,5,168,05V,NHS STAFFORD AND SURROUNDS
875,2021/9/1,29,749,05W,NHS STOKE ON TRENT
6263.76,2021/9/1,148,6059,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
4523.34,2021/9/1,119,4860,06K,NHS EAST AND NORTH HERTFORDSHIRE
2210.51,2021/9/1,89,2034,06L,NHS IPSWICH AND EAST SUFFOLK
2433.78,2021/9/1,64,2644,06N,NHS HERTS VALLEYS
1801.85,2021/9/1,47,1693,06Q,NHS MID ESSEX
3334.74,2021/9/1,92,3444,06T,NHS NORTH EAST ESSEX
1560.46,2021/9/1,43,1278,07G,NHS THURROCK
2695.57,2021/9/1,75,3107,07H,NHS WEST ESSEX
1654.09,2021/9/1,50,1442,07K,NHS WEST SUFFOLK
3938.59,2021/9/1,133,3666,09D,NHS BRIGHTON AND HOVE
3754.95,2021/9/1,85,4035,10Q,NHS OXFORDSHIRE
820.66,2021/9/1,22,659,10R,NHS PORTSMOUTH
11153.14,2021/9/1,276,11429,11J,NHS DORSET
3076.77,2021/9/1,103,2799,11M,NHS GLOUCESTERSHIRE
3181.93,2021/9/1,75,4210,11N,NHS CORNWALL AND THE ISLES OF SCILLY
2933.12,2021/9/1,59,3384,11X,NHS SOMERSET
9186.71,2021/9/1,261,7639,12F,NHS WIRRAL
2355.81,2021/9/1,77,2347,13T,NHS NEWCASTLE GATESHEAD
2499.82,2021/9/1,75,2121,14L,NHS MANCHESTER
3772.06,2021/9/1,93,3457,14Y,NHS BUCKINGHAMSHIRE
4051.18,2021/9/1,119,3441,15A,NHS BERKSHIRE WEST
6041.67,2021/9/1,149,6253,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
5151.1,2021/9/1,139,5651,15E,NHS BIRMINGHAM AND SOLIHULL
3696.68,2021/9/1,78,3807,15F,NHS LEEDS
9871.64,2021/9/1,246,11881,15M,NHS DERBY AND DERBYSHIRE
6356.99,2021/9/1,164,6635,15N,NHS DEVON
3094.02,2021/9/1,90,2576,16C,NHS TEES VALLEY
7557.52,2021/9/1,187,7553,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
11964.73,2021/9/1,363,11895,26A,NHS NORFOLK AND WAVENEY
7497.79,2021/9/1,231,7051,27D,NHS CHESHIRE
1766.24,2021/9/1,54,1821,36J,NHS BRADFORD DISTRICT AND CRAVEN
12811.17,2021/9/1,344,14066,36L,NHS SOUTH WEST LONDON
2024.86,2021/9/1,49,2096,42D,NHS NORTH YORKSHIRE
6344.8,2021/9/1,168,6528,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
6543.3,2021/9/1,180,5683,70F,NHS WEST SUSSEX
4102.35,2021/9/1,120,4754,71E,NHS LINCOLNSHIRE
9551.72,2021/9/1,254,9157,72Q,NHS SOUTH EAST LONDON
8808.87,2021/9/1,321,7697,78H,NHS NORTHAMPTONSHIRE
5449.95,2021/9/1,151,5767,84H,NHS COUNTY DURHAM
19676.49,2021/9/1,481,18306,91Q,NHS KENT AND MEDWAY
10011.28,2021/9/1,248,11213,92A,NHS SURREY HEARTLANDS
4834.4,2021/9/1,108,4208,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
11950.75,2021/9/1,240,12843,93C,NHS NORTH CENTRAL LONDON
4498.84,2021/9/1,122,6508,97R,NHS EAST SUSSEX
2331.78,2021/9/1,72,1811,99A,NHS LIVERPOOL
5290.55,2021/9/1,143,6900,99C,NHS NORTH TYNESIDE
3866.81,2021/9/1,95,3991,99E,NHS BASILDON AND BRENTWOOD
1655.51,2021/9/1,34,1616,99F,NHS CASTLE POINT AND ROCHFORD
2007.83,2021/9/1,46,2237,99G,NHS SOUTHEND
8913.92,2021/9/1,237,8763,A3A8R,NHS NORTH EAST LONDON
5352.4,2021/9/1,166,5483,B2M3M,NHS COVENTRY AND WARWICKSHIRE
11570.25,2021/9/1,318,11873,D2P2L,NHS BLACK COUNTRY
7887.49,2021/9/1,240,8784,D4U1Y,NHS FRIMLEY
16049.66,2021/9/1,415,16607,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6653.18,2021/9/1,144,9749,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
3142.4,2021/9/1,99,2912,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
8766.39,2021/9/1,232,9552,W2U3Z,NHS NORTH WEST LONDON
1237.5,2021/9/1,44,1211,X2C4Y,NHS KIRKLEES
5866.77,2021/10/1,189,8603,00L,NHS NORTHUMBERLAND
1907.61,2021/10/1,67,1925,00N,NHS SOUTH TYNESIDE
1781.98,2021/10/1,58,2300,00P,NHS SUNDERLAND
1095.62,2021/10/1,33,1036,00Q,NHS BLACKBURN WITH DARWEN
2261.39,2021/10/1,70,2164,00R,NHS BLACKPOOL
1180.17,2021/10/1,45,1559,00T,NHS BOLTON
1635.4,2021/10/1,55,1745,00V,NHS BURY
634.39,2021/10/1,17,602,00X,NHS CHORLEY AND SOUTH RIBBLE
1482.29,2021/10/1,37,1917,00Y,NHS OLDHAM
1893.46,2021/10/1,50,1870,01A,NHS EAST LANCASHIRE
1630.81,2021/10/1,53,1508,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1578.8,2021/10/1,44,1971,01E,NHS GREATER PRESTON
435.9,2021/10/1,12,448,01F,NHS HALTON
4305.8,2021/10/1,165,4624,01G,NHS SALFORD
2181.66,2021/10/1,67,2316,01H,NHS NORTH CUMBRIA
181.5,2021/10/1,4,140,01J,NHS KNOWSLEY
1631.05,2021/10/1,52,1596,01K,NHS MORECAMBE BAY
253.74,2021/10/1,15,205,01T,NHS SOUTH SEFTON
491.83,2021/10/1,34,413,01V,NHS SOUTHPORT AND FORMBY
3925.5,2021/10/1,118,4614,01W,NHS STOCKPORT
1698.43,2021/10/1,34,1318,01X,NHS ST HELENS
2451.97,2021/10/1,66,3621,01Y,NHS TAMESIDE AND GLOSSOP
854.14,2021/10/1,22,756,02A,NHS TRAFFORD
435.69,2021/10/1,14,392,02E,NHS WARRINGTON
1179.58,2021/10/1,31,1195,02G,NHS WEST LANCASHIRE
3713.18,2021/10/1,110,3731,02H,NHS WIGAN BOROUGH
964.74,2021/10/1,22,910,02M,NHS FYLDE AND WYRE
2132.51,2021/10/1,68,2325,02P,NHS BARNSLEY
600.77,2021/10/1,18,511,02Q,NHS BASSETLAW
333.67,2021/10/1,10,308,02T,NHS CALDERDALE
683.99,2021/10/1,21,898,02X,NHS DONCASTER
783.92,2021/10/1,19,750,02Y,NHS EAST RIDING OF YORKSHIRE
729.81,2021/10/1,21,916,03F,NHS HULL
817.13,2021/10/1,24,763,03H,NHS NORTH EAST LINCOLNSHIRE
269.06,2021/10/1,10,238,03K,NHS NORTH LINCOLNSHIRE
268.79,2021/10/1,8,280,03L,NHS ROTHERHAM
3189.1,2021/10/1,87,3667,03N,NHS SHEFFIELD
827.35,2021/10/1,24,1042,03Q,NHS VALE OF YORK
1808.72,2021/10/1,49,1624,03R,NHS WAKEFIELD
3600.52,2021/10/1,93,4416,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
2336.44,2021/10/1,70,3256,04C,NHS LEICESTER CITY
4339.64,2021/10/1,161,4664,04V,NHS WEST LEICESTERSHIRE
309.05,2021/10/1,9,280,04Y,NHS CANNOCK CHASE
234.3,2021/10/1,6,252,05D,NHS EAST STAFFORDSHIRE
515.01,2021/10/1,23,475,05G,NHS NORTH STAFFORDSHIRE
761.8,2021/10/1,16,728,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
81.78,2021/10/1,4,70,05V,NHS STAFFORD AND SURROUNDS
762.25,2021/10/1,32,637,05W,NHS STOKE ON TRENT
4291.07,2021/10/1,128,4356,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
4064.54,2021/10/1,128,4797,06K,NHS EAST AND NORTH HERTFORDSHIRE
1614.69,2021/10/1,71,1721,06L,NHS IPSWICH AND EAST SUFFOLK
2321.62,2021/10/1,57,2560,06N,NHS HERTS VALLEYS
1533.19,2021/10/1,42,1635,06Q,NHS MID ESSEX
2771.47,2021/10/1,87,3250,06T,NHS NORTH EAST ESSEX
1316.43,2021/10/1,40,1490,07G,NHS THURROCK
2015.46,2021/10/1,60,2192,07H,NHS WEST ESSEX
1822.96,2021/10/1,60,1714,07K,NHS WEST SUFFOLK
3171.62,2021/10/1,120,2730,09D,NHS BRIGHTON AND HOVE
3071.06,2021/10/1,82,3863,10Q,NHS OXFORDSHIRE
430.27,2021/10/1,14,357,10R,NHS PORTSMOUTH
8460.67,2021/10/1,237,10564,11J,NHS DORSET
3838.22,2021/10/1,131,5266,11M,NHS GLOUCESTERSHIRE
3058.83,2021/10/1,89,3569,11N,NHS CORNWALL AND THE ISLES OF SCILLY
2253.66,2021/10/1,51,2378,11X,NHS SOMERSET
8348.7,2021/10/1,270,8000,12F,NHS WIRRAL
2272.65,2021/10/1,86,2835,13T,NHS NEWCASTLE GATESHEAD
2600.12,2021/10/1,70,2540,14L,NHS MANCHESTER
2814.79,2021/10/1,78,2932,14Y,NHS BUCKINGHAMSHIRE
3997.68,2021/10/1,127,4483,15A,NHS BERKSHIRE WEST
5424.06,2021/10/1,142,5926,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
4944.75,2021/10/1,144,5691,15E,NHS BIRMINGHAM AND SOLIHULL
3273.73,2021/10/1,77,4032,15F,NHS LEEDS
8070.47,2021/10/1,234,10158,15M,NHS DERBY AND DERBYSHIRE
5553.93,2021/10/1,159,6507,15N,NHS DEVON
2915,2021/10/1,90,2828,16C,NHS TEES VALLEY
6433.89,2021/10/1,168,6243,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
10099.61,2021/10/1,327,11867,26A,NHS NORFOLK AND WAVENEY
5661.11,2021/10/1,205,6005,27D,NHS CHESHIRE
1403.32,2021/10/1,44,2080,36J,NHS BRADFORD DISTRICT AND CRAVEN
11127.37,2021/10/1,333,14889,36L,NHS SOUTH WEST LONDON
1432.55,2021/10/1,38,1309,42D,NHS NORTH YORKSHIRE
5789.99,2021/10/1,158,6929,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
6052.45,2021/10/1,202,5716,70F,NHS WEST SUSSEX
3993.39,2021/10/1,128,5299,71E,NHS LINCOLNSHIRE
8950.4,2021/10/1,263,9640,72Q,NHS SOUTH EAST LONDON
7538.2,2021/10/1,302,7994,78H,NHS NORTHAMPTONSHIRE
5086.36,2021/10/1,161,6005,84H,NHS COUNTY DURHAM
16689.32,2021/10/1,456,17852,91Q,NHS KENT AND MEDWAY
8371.6,2021/10/1,211,11770,92A,NHS SURREY HEARTLANDS
4566.14,2021/10/1,107,4799,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
9385.56,2021/10/1,251,11189,93C,NHS NORTH CENTRAL LONDON
3698.67,2021/10/1,123,4318,97R,NHS EAST SUSSEX
2528.6,2021/10/1,68,2111,99A,NHS LIVERPOOL
4338.88,2021/10/1,135,6634,99C,NHS NORTH TYNESIDE
2632.39,2021/10/1,67,2764,99E,NHS BASILDON AND BRENTWOOD
1650.95,2021/10/1,31,2664,99F,NHS CASTLE POINT AND ROCHFORD
2698.08,2021/10/1,61,4020,99G,NHS SOUTHEND
8912.45,2021/10/1,237,8954,A3A8R,NHS NORTH EAST LONDON
4519.41,2021/10/1,164,4429,B2M3M,NHS COVENTRY AND WARWICKSHIRE
9422.4,2021/10/1,285,10654,D2P2L,NHS BLACK COUNTRY
6205.98,2021/10/1,222,7163,D4U1Y,NHS FRIMLEY
14860.92,2021/10/1,415,16492,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
5436.84,2021/10/1,130,8020,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
2773.59,2021/10/1,92,2944,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
7756.13,2021/10/1,217,8679,W2U3Z,NHS NORTH WEST LONDON
1311.26,2021/10/1,46,1204,X2C4Y,NHS KIRKLEES
6644.2,2021/11/1,213,11030,00L,NHS NORTHUMBERLAND
1831.06,2021/11/1,71,2072,00N,NHS SOUTH TYNESIDE
1863.29,2021/11/1,63,3005,00P,NHS SUNDERLAND
880.77,2021/11/1,31,924,00Q,NHS BLACKBURN WITH DARWEN
